상가업소번호,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시군구코드,시군구명,행정동코드,행정동명,경도,위도
MA010120220806548248,새남터성당성물점,소매,기타 상품 소매,그 외 기타 상품 전문 소매업,11170,용산구,11170640,이촌2동,126.957068098375,37.5251291016991
MA010120220800283174,소울,음식,기타 간이,김밥/만두/분식,11170,용산구,11170530,남영동,126.971880572254,37.5443969539306
MA010120220800323084,지인이노베이션(JiInInnovationCo.，LTD.)주,시설관리·임대,시설관리,사업시설 유지·관리 서비스업,11170,용산구,11170685,한남동,127.007659735983,37.5349215329236
MA010120220800430187,연희온누리약국,소매,의약·화장품 소매,약국,11170,용산구,11170530,남영동,126.971688069676,37.544757307645
MA010120220805507078,엠티엘컴퍼니,음식,비알코올 ,카페,11170,용산구,11170685,한남동,126.999060890946,37.5371292291084
MA010120220806456663,오마주,과학·기술,전문 디자인,패션/섬유/기타 전문 디자인업,11170,용산구,11170555,청파동,126.967146967267,37.5527299694471
MA010120220800316351,중앙에너비스한,소매,연료 소매,주유소,11170,용산구,11170685,한남동,127.006109669851,37.5347234031137
MA010120220804492748,이엠씨지,과학·기술,광고,광고 대행업,11170,용산구,11170625,한강로동,126.963663218528,37.5255728059979
MA010120220800285460,하얀집,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170625,한강로동,126.969872343986,37.5295840114612
MA010120220812741696,프랍프랍,시설관리·임대,산업용품 대여,기타 산업용 기계/장비 대여업,11170,용산구,11170690,서빙고동,126.99899319612,37.5228033040153
MA010120220802984148,몽상가2,음식,기타 간이,그 외 기타 간이 음식점,11170,용산구,11170625,한강로동,126.970166428457,37.5297462663968
MA010120220800275283,솔밭식당,음식,한식,백반/한정식,11170,용산구,11170560,원효로1동,126.968308945025,37.5346562389187
MA010120220805264908,루아,음식,주점,요리 주점,11170,용산구,11170650,이태원1동,126.995485655094,37.534354064527
MA010120220800500163,은지노헤어,수리·개인,이용·미용,미용실,11170,용산구,11170590,용문동,126.957738791024,37.5394372414586
MA010120220808267895,달리헤어,수리·개인,이용·미용,미용실,11170,용산구,11170625,한강로동,126.966570018037,37.5269071476161
MA010120220808060627,에스에이엠에이건축사사무소,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,11170,용산구,11170625,한강로동,126.9720643022,37.5372160286774
MA010120220801165278,아이벨르팜므헤어살롱,수리·개인,이용·미용,미용실,11170,용산구,11170630,이촌1동,126.970045586822,37.5207272034423
MA010120220800258997,김가이가숯불갈비,음식,한식,돼지고기 구이/찜,11170,용산구,11170530,남영동,126.973544659373,37.542460189637
MA010120220808447588,롯데서울역아울렛크록스,소매,섬유·의복·신발 소매,신발 소매업,11170,용산구,11170530,남영동,126.971729524861,37.5548394905799
MA010120220811851022,바네스티쥬얼리,소매,시계·귀금속 소매,시계/귀금속 소매업,11170,용산구,11170625,한강로동,126.964735959893,37.5297717997901
MA010120220800819194,이스트락,시설관리·임대,여행사·보조,여행사,11170,용산구,11170510,후암동,126.978895796436,37.5461283345218
MA010120220814210130,마브한남필라테스&자이로토닉,교육,기타 교육,요가/필라테스 학원,11170,용산구,11170685,한남동,127.010940845182,37.5347951344165
MA010120220810087443,어반소사이어티건축사사무소,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,11170,용산구,11170520,용산2가동,126.983875025281,37.5451019804295
MA010120220805642276,용산9;10번타는곳편의점,소매,종합 소매,편의점,11170,용산구,11170625,한강로동,126.964735959893,37.5297717997901
MA010120220800238115,에스아이컴주,과학·기술,광고,광고 대행업,11170,용산구,11170660,이태원2동,126.990483688968,37.5431114893254
MA010120220810887468,양평해장국,음식,한식,국/탕/찌개류,11170,용산구,11170510,후암동,126.976743206267,37.5543810757134
MA010120220803469702,E.&.G,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,11170,용산구,11170510,후암동,126.97772779234,37.5544082954744
MA010120220805023514,오드,소매,섬유·의복·신발 소매,여성 의류 소매업,11170,용산구,11170625,한강로동,126.966570018037,37.5269071476161
MA010120220812805613,계업식,음식,한식,횟집,11170,용산구,11170685,한남동,127.003145726672,37.5437245105258
MA010120220800309910,풀코스정보통신,소매,오락용품 소매,장난감 소매업,11170,용산구,11170625,한강로동,126.962347249638,37.5328975368316
MA010120220800287766,이악크래프트,교육,기타 교육,기타 기술/직업 훈련학원,11170,용산구,11170685,한남동,127.002794909221,37.5427874798598
MA010120220812862671,영앤스윗,음식,기타 간이,빵/도넛,11170,용산구,11170625,한강로동,126.964895627633,37.527041812093
MA010120220806534068,스테이다다,과학·기술,전문 디자인,인테리어 디자인업,11170,용산구,11170650,이태원1동,126.99467125058,37.5313446869094
MA010120220800170343,파인푸드컴퍼니주,음식,기타 간이,피자,11170,용산구,11170560,원효로1동,126.968080729522,37.5391882096835
MA010120220800285339,하나야,음식,일식,일식 회/초밥,11170,용산구,11170625,한강로동,126.968855060998,37.5273582732784
MA010120220800260654,유랑,예술·스포츠,유원지·오락,노래방,11170,용산구,11170625,한강로동,126.963934487622,37.5260684403183
MA010120220804070951,디자인서커스,과학·기술,전문 디자인,제품 디자인업,11170,용산구,11170685,한남동,127.001957349662,37.5344352246673
MA010120220800275707,동아냉면,음식,한식,냉면/밀면,11170,용산구,11170555,청파동,126.969560820903,37.5444954886658
MA010120220800661761,메디팜나은약국,소매,의약·화장품 소매,약국,11170,용산구,11170625,한강로동,126.972607415161,37.5371801158899
MA010120220808745589,정희개발,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170530,남영동,126.972252122313,37.5494336258034
MA010120220800322979,더가드주,소매,장식품 소매,예술품 소매업,11170,용산구,11170685,한남동,126.999332464004,37.5344983090614
MA010120220800271401,아서원,음식,중식,중국집,11170,용산구,11170650,이태원1동,126.991174999917,37.5340564907799
MA010120220800270437,동해루,음식,중식,중국집,11170,용산구,11170560,원효로1동,126.962538743623,37.5345824694428
MA010120220805340084,지에스25갈월하늘점,소매,종합 소매,편의점,11170,용산구,11170530,남영동,126.972105717236,37.5475324840872
MA010120220800286681,갤러리,음식,주점,일반 유흥 주점,11170,용산구,11170650,이태원1동,126.996967821929,37.5340207415517
MA010120220803444447,에이케이83,예술·스포츠,스포츠 서비스,헬스장,11170,용산구,11170530,남영동,126.973563405144,37.5534613887647
MA010120220809927898,킹케밥,음식,서양식,기타 서양식 음식점,11170,용산구,11170660,이태원2동,126.988108071214,37.5391378647268
MA010120220814138767,지에스25후암본,소매,종합 소매,편의점,11170,용산구,11170510,후암동,126.981554961409,37.546444129499
MA010120220800267660,아랑전자,소매,가전·통신 소매,가전제품 소매업,11170,용산구,11170625,한강로동,126.959564082485,37.5327884965563
MA010120220800280509,스텝,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170650,이태원1동,126.990688550639,37.5335969429426
MA010120220812487032,와이딘용산해링턴,음식,기타 간이,빵/도넛,11170,용산구,11170625,한강로동,126.966570018037,37.5269071476161
MA010120220800282676,엄마손김밥,음식,기타 간이,김밥/만두/분식,11170,용산구,11170580,효창동,126.961642394452,37.5395196639381
MA010120220805421846,본투비,음식,기타 간이,치킨,11170,용산구,11170530,남영동,126.971983417986,37.5417119998272
MA010120220810413956,굿스테이GoodStay,숙박,일반 숙박,펜션,11170,용산구,11170650,이태원1동,126.991537253798,37.5322635252009
MA010120220800294973,마리안느,소매,섬유·의복·신발 소매,신발 소매업,11170,용산구,11170590,용문동,126.959980713532,37.5365007616479
MA010120220809708889,수정길,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170625,한강로동,126.968027871066,37.5304845280259
MA010120220805519172,리빙아울렛D.C,소매,종합 소매,슈퍼마켓,11170,용산구,11170590,용문동,126.960060126251,37.5361043483051
MA010120220800261183,새마을이용원,수리·개인,이용·미용,미용실,11170,용산구,11170630,이촌1동,126.974785348859,37.5207373204388
MA010120220800134411,셀프와인이태원점,소매,음료 소매,주류 소매업,11170,용산구,11170660,이태원2동,126.988923135043,37.536479992992
MA010120220800259307,업소명없음,수리·개인,세탁,세탁소,11170,용산구,11170560,원효로1동,126.963997111981,37.5369976046749
MA010120220800286251,모리,음식,주점,일반 유흥 주점,11170,용산구,11170700,보광동,126.998993150471,37.5262000829834
MA010120220800148988,남원사,수리·개인,세탁,세탁소,11170,용산구,11170510,후암동,126.976732118796,37.5536422552955
MA010120220804975770,하늘약국,소매,의약·화장품 소매,약국,11170,용산구,11170625,한강로동,126.966659672077,37.5288172968287
MA010120220800278113,나비,과학·기술,전문 디자인,제품 디자인업,11170,용산구,11170625,한강로동,126.972235086502,37.5343418769557
MA010120220800319915,케이피씨앤에스주,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,11170,용산구,11170625,한강로동,126.965435493884,37.5338895821486
MA010120220801049161,순대국,음식,한식,국/탕/찌개류,11170,용산구,11170590,용문동,126.960546707561,37.5359873817947
MA010120220805261032,세븐일레븐이태원,소매,종합 소매,편의점,11170,용산구,11170650,이태원1동,126.995700688552,37.5332278213543
MA010120220800300021,소담,음식,한식,국수/칼국수,11170,용산구,11170625,한강로동,126.970143650722,37.5301246812774
MA010120220804032275,미에뜨,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170685,한남동,127.007467038287,37.5313535810827
MA010120220800267385,한남싱크,소매,가구 소매,가구 소매업,11170,용산구,11170685,한남동,127.000056569064,37.5321376882346
MA010120220800283381,카사블랑카,음식,서양식,경양식,11170,용산구,11170520,용산2가동,126.987123246763,37.5416425412874
MA010120220809776407,카페리카,음식,비알코올 ,카페,11170,용산구,11170700,보광동,127.00162903836,37.5252089736259
MA010120220800322947,에스아이에스컴퍼니주,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,11170,용산구,11170570,원효로2동,126.957640432738,37.5332923828053
MA010120220805564811,피자레볼루션이태원점,음식,비알코올 ,카페,11170,용산구,11170650,이태원1동,126.995485655094,37.534354064527
MA010120220808430337,헤헷,음식,비알코올 ,카페,11170,용산구,11170520,용산2가동,126.981747774516,37.5446331511699
MA010120220800273322,청화동물병원&KAT,과학·기술,수의,동물병원,11170,용산구,11170650,이태원1동,126.995632922891,37.5312005661709
MA010120220811949155,기영약국,소매,의약·화장품 소매,약국,11170,용산구,11170685,한남동,127.005476001994,37.5337323332173
MA010120220812743203,플랜트,음식,기타 간이,피자,11170,용산구,11170650,이태원1동,126.994229877731,37.533146668556
MA010120220804003480,스튜디오콜렉티브,과학·기술,전문 디자인,시각 디자인업,11170,용산구,11170660,이태원2동,126.987112640209,37.537524969828
MA010120220800320302,밤비니교육센터,소매,오락용품 소매,서점,11170,용산구,11170685,한남동,127.012095263175,37.5370745534048
MA010120220803740386,다음텔레콤,소매,가전·통신 소매,핸드폰 소매업,11170,용산구,11170560,원효로1동,126.96178063841,37.5346903466222
MA010120220812534819,케이에스미트,소매,식료품 소매,정육점,11170,용산구,11170685,한남동,127.005679529925,37.5320834916061
MA010120220809746645,와이키키파라다이스,음식,주점,요리 주점,11170,용산구,11170650,이태원1동,126.994591802951,37.534831557418
MA010120220806567269,열정갈비,음식,한식,돼지고기 구이/찜,11170,용산구,11170560,원효로1동,126.969042683984,37.5387289557097
MA010120220800267802,현대부동산,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170520,용산2가동,126.983275381993,37.5446874373676
MA010120220811901185,하얀코끼리,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170625,한강로동,126.9720643022,37.5372160286774
MA010120220805967294,코스믹웨이브,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170625,한강로동,126.968480485559,37.5303134594173
MA010120220800239994,국방창업기술진흥원,교육,기타 교육,기타 기술/직업 훈련학원,11170,용산구,11170580,효창동,126.962614389386,37.5417003953324
MA010120220800264972,중앙장식,소매,철물·건설자재 소매,벽지/장판/마루 소매업,11170,용산구,11170660,이태원2동,126.989194268848,37.5393451991414
MA010120220813070472,투래빗츠,과학·기술,광고,광고 대행업,11170,용산구,11170650,이태원1동,126.996209735918,37.5348406304367
MA010120220803064386,로라애슐리,소매,섬유·의복·신발 소매,침구류/커튼 소매업,11170,용산구,11170625,한강로동,126.963966723089,37.5296093873185
MA010120220808599351,삼각지음악연습실,시설관리·임대,가정용품 대여,기타 개인/가정용품 대여업,11170,용산구,11170625,한강로동,126.971613150065,37.5334407281831
MA010120220809893042,클럽하우스서울,음식,비알코올 ,카페,11170,용산구,11170685,한남동,127.007399489033,37.534723329341
MA010120220803250862,진미식당,음식,한식,백반/한정식,11170,용산구,11170560,원효로1동,126.970174975713,37.5366929863717
MA010120220814333486,성민브로,소매,가전·통신 소매,핸드폰 소매업,11170,용산구,11170530,남영동,126.971880572254,37.5443969539306
MA010120220803094566,옹기종기,음식,한식,백반/한정식,11170,용산구,11170570,원효로2동,126.960139662814,37.535473674761
MA010120220800267745,진영전기인테리어,과학·기술,전문 디자인,인테리어 디자인업,11170,용산구,11170700,보광동,127.001663107478,37.5311015250541
MA010120220804221261,이코에듀인더스트리,시설관리·임대,고용 알선,고용 알선업,11170,용산구,11170650,이태원1동,126.990677094165,37.5347412131782
MA010120220807162721,더로스팅체임버,음식,비알코올 ,카페,11170,용산구,11170625,한강로동,126.964274024826,37.5257531927734
MA010120220806472665,즐겁소,음식,한식,백반/한정식,11170,용산구,11170580,효창동,126.962444647,37.5417273714621
MA010120220800557333,붇옹산의부동산스터디,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170560,원효로1동,126.969347918221,37.5393777554181
MA010120220809635011,신데렐라,소매,섬유·의복·신발 소매,신발 소매업,11170,용산구,11170555,청파동,126.970477557857,37.5440722517376
MA010120220814321441,용산피보,음식,주점,요리 주점,11170,용산구,11170625,한강로동,126.971352279946,37.535134546793
MA010120220809874468,포원제로,음식,기타 간이,피자,11170,용산구,11170570,원효로2동,126.956497050461,37.5344452482798
MA010120220800107568,컴퓨터광장,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,11170,용산구,11170625,한강로동,126.965435493884,37.5338895821486
MA010120220805047955,스터디웨이학원,교육,일반 교육,입시·교과학원,11170,용산구,11170580,효창동,126.962943722378,37.5392948294493
MA010120220803048728,엘리1930,음식,한식,백반/한정식,11170,용산구,11170660,이태원2동,126.988233118098,37.5354257555257
MA010120220811137445,오페라,음식,주점,일반 유흥 주점,11170,용산구,11170625,한강로동,126.972495609626,37.5335310371008
MA010120220809775117,커피품격,음식,비알코올 ,카페,11170,용산구,11170625,한강로동,126.971478123094,37.5314945332054
MA010120220804063518,밀리미터밀리그람주,소매,오락용품 소매,서점,11170,용산구,11170685,한남동,127.000158401764,37.5361020921364
MA010120220800263924,원모토,수리·개인,모터사이클 수리,모터사이클 수리업,11170,용산구,11170555,청파동,126.970895972902,37.5447481050821
MA010120220810439024,오오키,소매,가구 소매,가구 소매업,11170,용산구,11170650,이태원1동,126.992883662267,37.5316058831026
MA010120220813066381,매머드익스프레스이태원동점,음식,비알코올 ,카페,11170,용산구,11170650,이태원1동,126.993449151088,37.5338674286296
MA010120220802908093,용산국제공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170625,한강로동,126.964353176166,37.5258343068819
MA010120220801049186,돈오리,음식,한식,돼지고기 구이/찜,11170,용산구,11170530,남영동,126.972331150779,37.5499382035079
MA010120220800298371,하나식품,소매,종합 소매,슈퍼마켓,11170,용산구,11170625,한강로동,126.97233798202,37.5314496876748
MA010120220803279610,몰트앤컴퍼니,음식,주점,일반 유흥 주점,11170,용산구,11170625,한강로동,126.971308855695,37.5303502204678
MA010120220813958574,캐리어한강센터,수리·개인,가전제품 수리,가전제품 수리업,11170,용산구,11170530,남영동,126.973793266396,37.5434062945836
MA010120220806695370,다온플래닝,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170685,한남동,126.998868578702,37.5347866257931
MA010120220809285522,에이피씨옐로우,음식,비알코올 ,카페,11170,용산구,11170650,이태원1동,126.99451278759,37.5323177610104
MA010120220800289794,마라카스,소매,섬유·의복·신발 소매,남성 의류 소매업,11170,용산구,11170560,원효로1동,126.961995064028,37.5357626066401
MA010120220800278710,칼집삼겹살,음식,한식,돼지고기 구이/찜,11170,용산구,11170530,남영동,126.971994204122,37.543126571774
MA010120220803107290,책방죄책감,소매,오락용품 소매,서점,11170,용산구,11170555,청파동,126.970024579738,37.5449551169197
MA010120220800272673,용문수산,소매,식료품 소매,수산물 소매업,11170,용산구,11170590,용문동,126.959380870732,37.5368249170158
MA010120220810045825,오엑스엑스,소매,식물 소매,꽃집,11170,용산구,11170560,원효로1동,126.966620455808,37.5406564359172
MA010120220811903681,헤미안,음식,서양식,경양식,11170,용산구,11170660,이태원2동,126.987576151227,37.5398676200273
MA010120220804409991,한남뉴타운보광공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170700,보광동,126.999773738549,37.5272362394043
MA010120220800282824,하노이별숙대,음식,동남아시아,베트남식 전문,11170,용산구,11170530,남영동,126.971507793132,37.5427210056232
MA010120220805410942,신세계메디,과학·기술,광고,기타 광고 관련 서비스업,11170,용산구,11170510,후암동,126.982425390281,37.5502825167951
MA010120220806858884,씨유원효로2가점,소매,종합 소매,편의점,11170,용산구,11170560,원효로1동,126.963353170578,37.5349791653148
MA010120220813329765,비스포크,교육,기타 교육,외국어학원,11170,용산구,11170520,용산2가동,126.984656432105,37.5420837363905
MA010120220800189191,해성커뮤니케이션,과학·기술,전문 디자인,인테리어 디자인업,11170,용산구,11170555,청파동,126.967645075477,37.5523516878068
MA010120220814363278,더보,음식,주점,일반 유흥 주점,11170,용산구,11170630,이촌1동,126.974921169332,37.5205120986189
MA010120220814201933,씨유한남카페,소매,종합 소매,편의점,11170,용산구,11170685,한남동,127.003326505884,37.5376517662269
MA010120220800324290,새한디에스,소매,가전·통신 소매,핸드폰 소매업,11170,용산구,11170625,한강로동,126.964236085734,37.5341324952504
MA010120220800267906,갤러리shop,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170650,이태원1동,126.991174999917,37.5340564907799
MA010120220813190669,오르드,과학·기술,사진 촬영,사진촬영업,11170,용산구,11170510,후암동,126.977413461772,37.5459568704662
MA010120220813595197,와츠스포츠한남,소매,오락용품 소매,자전거 소매업,11170,용산구,11170685,한남동,127.007659735983,37.5349215329236
MA010120220800309588,씨에스정보,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,11170,용산구,11170625,한강로동,126.966114917265,37.5326103576292
MA010120220804981056,엣촌,음식,한식,백반/한정식,11170,용산구,11170560,원효로1동,126.963319452919,37.5345196444574
MA010120220810554154,건축사사무소우주,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,11170,용산구,11170530,남영동,126.971482608832,37.5494244324795
MA010120220808442081,이치코퍼레이션타크,음식,서양식,경양식,11170,용산구,11170685,한남동,127.00257974143,37.5377148549267
MA010120220802992162,앤드에스이,과학·기술,전문 디자인,시각 디자인업,11170,용산구,11170700,보광동,126.999932121736,37.5270470291867
MA010120220800321971,에코리드,과학·기술,기술 서비스,건물 및 토목 엔지니어링 서비스업,11170,용산구,11170530,남영동,126.97256066785,37.5412436154977
MA010120220813821664,미도리,음식,일식,일식 회/초밥,11170,용산구,11170530,남영동,126.974130244103,37.550605350202
MA010120220802964754,제이에스에프앤아이,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170625,한강로동,126.967779088991,37.5302141599789
MA010120220808747224,이엠디레토릭,과학·기술,기타 전문 과학,번역/통역 서비스업,11170,용산구,11170690,서빙고동,126.997873288669,37.5220824870043
MA010120220800260057,삼성당,소매,시계·귀금속 소매,시계/귀금속 소매업,11170,용산구,11170510,후암동,126.97669929243,37.5500292461263
MA010120220800315557,국방국악문화진흥회,과학·기술,기술 서비스,건물 및 토목 엔지니어링 서비스업,11170,용산구,11170530,남영동,126.973228080272,37.5417573385533
MA010120220800275768,삼일숯불갈비,음식,한식,돼지고기 구이/찜,11170,용산구,11170555,청파동,126.970148715254,37.5458020875707
MA010120220800274531,아이에스티엔,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170650,이태원1동,126.992068799708,37.5341917043247
MA010120220800258534,삼광오토바이상사,수리·개인,모터사이클 수리,모터사이클 수리업,11170,용산구,11170520,용산2가동,126.9818040311,37.5459576286563
MA010120220800267477,함지박,음식,한식,백반/한정식,11170,용산구,11170555,청파동,126.968814890603,37.542323885348
MA010120220800262985,주막,음식,한식,백반/한정식,11170,용산구,11170560,원효로1동,126.962946013974,37.5346636880021
MA010120220800835774,드엘로제,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170660,이태원2동,126.991932295443,37.5410122679012
MA010120220800070709,케이알에스엠투에이투주,과학·기술,광고,광고 대행업,11170,용산구,11170530,남영동,126.972413447588,37.5415769511105
MA010120220808301965,강원모토,시설관리·임대,가정용품 대여,기타 개인/가정용품 대여업,11170,용산구,11170625,한강로동,126.969784384169,37.5232679646053
MA010120220810133812,포멀앤코,소매,섬유·의복·신발 소매,남성 의류 소매업,11170,용산구,11170685,한남동,127.005577513798,37.5295066324204
MA010120220808443518,둘둘치킨,음식,기타 간이,치킨,11170,용산구,11170590,용문동,126.961180056619,37.5364831419804
MA010120220813644387,웨스트콘그룹피티이엘티디영업소,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,11170,용산구,11170625,한강로동,126.967519760974,37.5281778252738
MA010120220804949286,한강,음식,기타 간이,치킨,11170,용산구,11170685,한남동,127.006290591154,37.5334619923403
MA010120220814031242,길버트버거앤프라이즈이태원,음식,기타 간이,버거,11170,용산구,11170650,이태원1동,126.988934733076,37.5345608626112
MA010120220803634161,디스모,소매,의약·화장품 소매,화장품 소매업,11170,용산구,11170590,용문동,126.959561878695,37.5368700291581
MA010120220805028947,제이케이컨설팅,과학·기술,본사·경영 컨설팅,경영 컨설팅업,11170,용산구,11170660,이태원2동,126.990879793006,37.5425979508281
MA010120220800315135,학교법인보성학원,교육,교육 지원,기타 교육지원 서비스업,11170,용산구,11170520,용산2가동,126.984282818649,37.5430747868198
MA010120220810963232,히든,음식,주점,일반 유흥 주점,11170,용산구,11170685,한남동,127.000814627745,37.535192078752
MA010120220804976152,글로벌봉피양,음식,한식,돼지고기 구이/찜,11170,용산구,11170625,한강로동,126.970924198786,37.5303411163783
MA010120220811284526,원효로막회,음식,한식,백반/한정식,11170,용산구,11170570,원효로2동,126.958488247441,37.5346171551424
MA010120220813643881,왕노가리,음식,주점,생맥주 전문,11170,용산구,11170530,남영동,126.974085033844,37.5504431605808
MA010120220812345808,스튜디오루보,과학·기술,전문 디자인,인테리어 디자인업,11170,용산구,11170510,후암동,126.982131695426,37.5480389862134
MA010120220813127715,마오,음식,중식,중국집,11170,용산구,11170660,이태원2동,126.99291677773,37.540336581129
MA010120220800201835,파티룸공유주방플레이하우스,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170510,후암동,126.97670954075,37.553462051261
MA010120220813624042,엘공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170510,후암동,126.976213002946,37.5490200308092
MA010120220806671549,진족발포차,음식,주점,요리 주점,11170,용산구,11170650,이태원1동,126.994727640189,37.5338855126467
MA010120220803342178,씨유선인,소매,종합 소매,편의점,11170,용산구,11170625,한강로동,126.965175818964,37.5327091945641
MA010120220809706319,브이앤에스마케팅,과학·기술,광고,기타 광고 관련 서비스업,11170,용산구,11170625,한강로동,126.963704379239,37.5340152029194
MA010120220804063117,빨라쪼주,음식,기타 간이,김밥/만두/분식,11170,용산구,11170530,남영동,126.97364711611,37.54070326305
MA010120220800277027,상운,소매,가전·통신 소매,가전제품 소매업,11170,용산구,11170625,한강로동,126.959564082485,37.5327884965563
MA010120220808551123,파브,음식,주점,요리 주점,11170,용산구,11170625,한강로동,126.971613150065,37.5334407281831
MA010120220800248191,브릭에셋,수리·개인,가전제품 수리,가전제품 수리업,11170,용산구,11170510,후암동,126.977116854826,37.5537864901479
MA010120220813080898,부자공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,11170,용산구,11170590,용문동,126.96129226053,37.5383031995255
MA010120220811886700,화이트스피어,음식,한식,백반/한정식,11170,용산구,11170625,한강로동,126.96606121375,37.5262853111076
MA010120220800275031,은미네반찬,소매,식료품 소매,반찬/식료품 소매업,11170,용산구,11170590,용문동,126.959822383473,37.5363655578126
MA010120220800780628,용산공예가구디자인,소매,가구 소매,가구 소매업,11170,용산구,11170690,서빙고동,126.985170513197,37.5173783389853
MA010120220800264512,코펜바인,음식,비알코올 ,카페,11170,용산구,11170630,이촌1동,126.980329032431,37.5178461536772
MA010120220806469567,에스에이치팩토리,교육,일반 교육,입시·교과학원,11170,용산구,11170625,한강로동,126.969079597107,37.5315389796464
MA010120220804070176,컴팩트,과학·기술,광고,광고 대행업,11170,용산구,11170510,후암동,126.983817967317,37.547318430285
MA010120220800303212,대룡상사,수리·개인,자동차 수리·세차,자동차 정비소,11170,용산구,11170650,이태원1동,126.991548816702,37.5300560727017
MA010120220808669473,마크드니엘,소매,섬유·의복·신발 소매,기타 의류 소매업,11170,용산구,11170650,이태원1동,126.990122863243,37.5334887768662
MA010120220801846128,한국아이티연합협동조합,시설관리·임대,산업용품 대여,컴퓨터/사무기기 대여업,11170,용산구,11170625,한강로동,126.965175818964,37.5327091945641
MA010120220800987643,레브,예술·스포츠,스포츠 서비스,헬스장,11170,용산구,11170685,한남동,127.010522066091,37.5337049614019
MA010120220800278499,주사부,음식,중식,중국집,11170,용산구,11170625,한강로동,126.974871115927,37.5348380177292
MA010120220800316635,세무법인라인용산지사,과학·기술,회계·세무,세무사,11170,용산구,11170530,남영동,126.971948824082,37.54344191082
MA010120220813702140,베쓰푸틴,음식,서양식,경양식,11170,용산구,11170700,보광동,126.997477092882,37.5299662479816
MA010120220800270141,클라우드나인,소매,가전·통신 소매,가전제품 소매업,11170,용산구,11170625,한강로동,126.959564082485,37.5327884965563
MA010120220805998695,앙드,소매,의약·화장품 소매,화장품 소매업,11170,용산구,11170685,한남동,127.002964630561,37.5425351958325
MA010120220800284972,이너필라테스,교육,기타 교육,요가/필라테스 학원,11170,용산구,11170685,한남동,127.008021813644,37.5351287390602
MA010120220808616236,라화쿵부숙대입구역점,음식,중식,마라탕/훠궈,11170,용산구,11170530,남영동,126.97224320463,37.5429644506529
MA010120220810888475,지노헤어,수리·개인,이용·미용,미용실,11170,용산구,11170555,청파동,126.970137974417,37.5443604861361
MA010120220802278580,더꼬무작,소매,섬유·의복·신발 소매,액세서리/잡화 소매업,11170,용산구,11170510,후암동,126.979076612017,37.5469843157398
MA010120220807770573,아젠다,과학·기술,광고,광고 대행업,11170,용산구,11170650,이태원1동,126.995825243752,37.5314078034337
MA010120220800320926,투트라비디엠주,음식,동남아시아,베트남식 전문,11170,용산구,11170650,이태원1동,126.995372512505,37.5343720801652
MA010120220813791806,밸브콘트롤,수리·개인,가전제품 수리,가전제품 수리업,11170,용산구,11170555,청파동,126.968146111918,37.5450807650209
MA010120220803240607,모디스트스튜디오,과학·기술,본사·경영 컨설팅,경영 컨설팅업,11170,용산구,11170700,보광동,127.001142673514,37.530723110649
MA010120220809968447,에스앤유제통의원,보건의료,의원,기타 의원,11170,용산구,11170630,이촌1동,126.969344145203,37.5209522741903
MA010120220800277589,대화자동차공업사,수리·개인,자동차 수리·세차,자동차 정비소,11170,용산구,11170570,원효로2동,126.952821090024,37.5326328251057
MA010120220800323949,용산트레이드센터,시설관리·임대,시설관리,사업시설 유지·관리 서비스업,11170,용산구,11170625,한강로동,126.962046416579,37.5237342527968
MA010120220804769753,다니엘약국,소매,의약·화장품 소매,약국,11170,용산구,11170625,한강로동,126.95960273283,37.524057803109
